col,model_name,test_sharpe,test_rmse,test_spearmanr,train_cagr,train_sharpe_ratio,calmar
RSI_25_ta,gb,0.3323408298033726,-0.016200156509568953,0.03169193206608767,14.788433284205,15.257096461382012,41258.78396018449
DT_RSI_2_20,gb,0.3034819951046365,-0.015783921140161784,0.1640547275848328,14.791465495610927,15.259116393641815,-inf
STO_20_1,gb,0.08553690086700157,-0.016511085214277833,0.028962531678970033,14.605679426856438,15.135345868497629,3004.8922107318613
MADIFF_10_100_0,gb,0.40513049533683826,-0.016414241570867873,0.016997007722494056,14.787536646807308,15.256499158574838,42646.2798191376
MADIFF_10_100,gb,0.3596954915101305,-0.016320710934722687,0.03522341224628742,7.597150102837805,10.23863286282755,135.76430863968517
MACD_10_100_5,gb,0.07086600765549664,-0.016458369526442126,0.0225335318023434,14.787978295916679,15.256793366992188,52338.264764410545
LINTRND_10,gb,-0.07035165958771628,-0.016502362547171426,0.004782395521976675,14.790397739596171,15.25840509959437,65059.08853370096
PR_INT_0,gb,0.206315386155544,-0.015404386048101997,0.24568205314301145,14.791465495610927,15.259116393641815,-inf
PR_INT_20,gb,0.1881861465665438,-0.016285450552235077,0.05010733539116504,14.789577844792124,15.257858920030943,40751.74946912774
CMMA_10_252,gb,0.13878325162484725,-0.016429433437814178,0.10673854499454254,7.860008504164165,10.440395242130919,156.50632851700317
ENT_2_10,gb,0.22820195811909977,-0.016428551031704243,0.03993784229999116,14.6556050915643,15.168608206758535,6933.38427841914
ENT_4_16,gb,0.5659925791807242,-0.016367946741745507,0.029950949414476263,14.791465495610927,15.259116393641815,-inf
FTI_LP,gb,0.20308240849261958,-0.017128740216144002,0.034698868777742774,14.78798605394141,15.25679853505744,52338.292221953714
FTI_BP,gb,0.1703770870424237,-0.01618478861470195,0.034051539657516464,14.791465495610927,15.259116393641815,-inf
FTI_BF,gb,0.2943505586173337,-0.016532404728241266,0.016656712130712802,14.786136977210573,15.255566756203292,22944.2712860985
